Job Id,Experience,Qualifications,Salary Range,location,Country,Work Type,Company Size,Preference,Job Title,Role,Company,Company Profile
2196614171498442,5 to 13 Years,B.Com,$65K-$101K,Santiago,Chile,Temporary,15446,Female,Data Engineer,Data Architect,CVS Health,Healthcare
2272381865535725,2 to 12 Years,B.Tech,$60K-$110K,Nassau,"Bahamas, The",Temporary,28996,Both,Data Analyst,Data Scientist,UPL Limited,Agrochemicals
2157307373557972,5 to 11 Years,MBA,$60K-$95K,Papeete,French Polynesia,Contract,112273,Both,Data Analyst,Data Quality Analyst,Downer Group,Construction/Infrastructure
2928059283002347,1 to 12 Years,M.Com,$63K-$87K,Brazzaville,Republic Of Congo,Intern,121696,Male,Data Engineer,Big Data Engineer,XPO,Transportation
2342723597320586,5 to 12 Years,BCA,$62K-$105K,Monaco,Monaco,Full-Time,51196,Female,Data Analyst,Data Scientist,Guardian Life Ins. Co. of America,Insurance
2604742025105907,1 to 14 Years,MBA,$61K-$103K,San Juan,Puerto Rico,Temporary,95958,Both,Data Engineer,Data Architect,Asian Paints,Consumer Goods
1698462273332567,5 to 15 Years,PhD,$62K-$117K,Sarajevo,Bosnia and Herzegovina,Intern,93480,Female,Data Analyst,Data Scientist,Netflix,Entertainment
2373878415264009,4 to 12 Years,B.Com,$55K-$110K,Pristina,Kosovo,Full-Time,84973,Female,Data Analyst,Business Intelligence Analyst,Cintas,Business Services
1774843348874148,4 to 8 Years,BA,$56K-$108K,Juba,South Sudan,Intern,17066,Male,Data Analyst,Business Intelligence Analyst,First American Financial,Financials
1129311549692619,1 to 14 Years,MCA,$58K-$112K,Santo Domingo,Dominican Republic,Intern,87061,Male,Data Analyst,Business Intelligence Analyst,Cardinal Health,Healthcare
2400720511338889,4 to 8 Years,MBA,$62K-$122K,Libreville,Gabon,Contract,26086,Both,Data Engineer,Data Architect,United Breweries (UB),
2086667528462962,2 to 13 Years,B.Tech,$60K-$122K,SÃ£o TomÃ©,Sao Tome and Principe,Temporary,110602,Both,Data Engineer,Data Architect,Wayfair,Retail
2144186277862689,5 to 11 Years,M.Com,$55K-$99K,Naypyidaw,Myanmar,Part-Time,82888,Female,Data Analyst,Business Intelligence Analyst,Hindustan Unilever Limited (HUL),Consumer Goods
2654140046457120,5 to 8 Years,BA,$65K-$82K,Roseau,Dominica,Intern,65589,Both,Data Scientist,Machine Learning Engineer,Aurobindo Pharma,Pharmaceuticals
2690867700684234,5 to 12 Years,B.Com,$61K-$86K,Gaborone,Botswana,Intern,14562,Male,Data Engineer,Data Architect,Bosch Group,Manufacturing
1171606421292194,2 to 13 Years,MCA,$57K-$105K,"Malabo (de jure),",Equatorial Guinea,Contract,14667,Female,Data Engineer,ETL Developer,Fiat Chrysler Automobiles N.V.,Automotive
478764253385133,5 to 11 Years,MBA,$59K-$90K,Ljubljana,Slovenia,Intern,78390,Female,Data Engineer,Big Data Engineer,Old Republic International,Insurance
2355594617261817,3 to 8 Years,B.Com,$56K-$123K,Nur-Sultan,Kazakhstan,Part-Time,42909,Male,Data Scientist,Machine Learning Engineer,Adani Ports and Special Economic Zone,Infrastructure
144135782903541,1 to 15 Years,MBA,$59K-$85K,Charlotte Amalie,Virgin Islands (U.S.),Contract,71287,Both,Data Engineer,Data Architect,BP (British Petroleum),Oil & Gas
531615246860081,5 to 10 Years,BA,$55K-$88K,Yerevan,Armenia,Intern,96105,Female,Data Analyst,Data Scientist,Uber Technologies,Technology
3083621458002573,2 to 8 Years,B.Com,$65K-$92K,Vaduz,Liechtenstein,Intern,73849,Female,Data Engineer,ETL Developer,Fresenius Medical Care AG & Co. KGaA,Healthcare
2649687216164863,1 to 14 Years,MBA,$63K-$120K,Algiers,Algeria,Intern,119378,Both,Data Analyst,Data Quality Analyst,McDonald's,Food and Beverage
1131295983495881,2 to 8 Years,M.Com,$58K-$123K,Yamoussoukro,Cote d'Ivoire,Contract,115688,Male,Data Analyst,Business Intelligence Analyst,Axis Bank,Banking
566619231906920,3 to 13 Years,MCA,$64K-$98K,Budapest,Hungary,Contract,87037,Female,Data Analyst,Business Intelligence Analyst,Bath & Body Works,Consumer Discretionary
2101199011015041,5 to 13 Years,MCA,$59K-$114K,Minsk,Belarus,Full-Time,90285,Male,Data Analyst,Data Quality Analyst,China Mobile,Telecommunications
1078481440413997,5 to 9 Years,BA,$63K-$82K,Palikir,"Micronesia, Fed. Sts.",Full-Time,74075,Male,Data Engineer,ETL Developer,Booking Holdings,Travel and Booking
456674574450999,0 to 14 Years,BA,$62K-$125K,Ulaanbaatar,Mongolia,Full-Time,122096,Male,Data Analyst,Business Intelligence Analyst,"The Vanguard Group, Inc.",Financial Services/Investment Management
234552506791638,2 to 12 Years,BBA,$65K-$99K,Charlotte Amalie,Virgin Islands (U.S.),Full-Time,53718,Female,Data Analyst,Data Quality Analyst,BorgWarner,Automotive Parts
1424654021909573,2 to 11 Years,BA,$60K-$93K,Willemstad,Curacao,Intern,116999,Female,Data Analyst,Business Intelligence Analyst,TAG Immobilien AG,Real Estate
1188525348467286,2 to 10 Years,BCA,$55K-$123K,Chisinau,Moldova,Contract,132737,Female,Data Analyst,Data Quality Analyst,Victrex,Chemicals
2212507634915698,0 to 12 Years,B.Com,$60K-$88K,Bangui,Central African Republic,Contract,40242,Female,Data Scientist,Machine Learning Engineer,Eastman Chemical,Chemicals
1643099237396873,4 to 15 Years,B.Com,$58K-$113K,New Delhi,India,Contract,19854,Female,Data Scientist,Data Engineer,U.S. Bancorp,Financial Services
824752981762410,5 to 8 Years,MBA,$65K-$116K,Male,Maldives,Full-Time,45918,Both,Data Analyst,Business Intelligence Analyst,TPG Telecom,Telecommunications
619489100829229,4 to 11 Years,MCA,$60K-$87K,Islamabad,Pakistan,Part-Time,128239,Male,Data Analyst,Data Scientist,Fidelity National Financial,Financial Services
972497186524900,0 to 14 Years,M.Tech,$60K-$107K,Luanda,Angola,Contract,98639,Female,Data Engineer,ETL Developer,Uber Technologies,Technology
2523493843017163,1 to 12 Years,MBA,$65K-$94K,Amsterdam,Netherlands,Full-Time,99727,Male,Data Scientist,Machine Learning Engineer,HeidelbergCement AG,Building Materials
1342742898493789,5 to 14 Years,B.Com,$61K-$107K,Luxembourg,Luxembourg,Part-Time,95563,Both,Data Analyst,Business Intelligence Analyst,HCL Technologies,Information Technology
758077878524094,1 to 15 Years,PhD,$65K-$84K,Dili,Timor-Leste,Full-Time,118058,Female,Data Engineer,Data Architect,Ashtead Group,Equipment Rental
2318684568454473,5 to 8 Years,B.Com,$63K-$100K,Kampala,Uganda,Contract,114531,Female,Data Engineer,Data Architect,Kainos Group,Technology and Software
1446118560471787,3 to 12 Years,BBA,$63K-$82K,Madrid,Spain,Full-Time,14286,Male,Data Analyst,Data Scientist,International Paper,Manufacturing
773716629360467,0 to 11 Years,MBA,$64K-$88K,Vienna,Austria,Part-Time,23174,Female,Data Analyst,Data Scientist,Magellan Financial Group,Financial Services/Investment Management
1501395721802077,4 to 12 Years,M.Tech,$56K-$116K,Naypyidaw,Myanmar,Contract,22024,Male,Data Scientist,Machine Learning Engineer,HeidelbergCement AG,Building Materials
28866991112888,5 to 9 Years,PhD,$61K-$104K,Nuuk,Greenland,Intern,21702,Female,Data Engineer,Big Data Engineer,Omnicom Group,Advertising & Marketing
1569134605954449,3 to 9 Years,B.Tech,$63K-$123K,Muscat,Oman,Temporary,130641,Male,Data Analyst,Business Intelligence Analyst,Dana,Automotive Parts
1656253964555327,2 to 15 Years,M.Tech,$64K-$100K,Doha,Qatar,Temporary,121000,Male,Data Analyst,Business Intelligence Analyst,Stockland Corporation,Real Estate/Property Development
305102272306166,2 to 11 Years,BCA,$61K-$108K,Tokyo,Japan,Intern,117122,Male,Data Analyst,Data Scientist,MRF Limited,Automotive
1345843802100070,3 to 13 Years,BA,$62K-$90K,Gibraltar,Gibraltar,Part-Time,132467,Male,Data Analyst,Data Scientist,Thermo Fisher Scientific,Healthcare
895052547738660,3 to 13 Years,PhD,$60K-$87K,Berlin,Germany,Part-Time,125254,Male,Data Engineer,Big Data Engineer,Bunzl,Business Services
285769938903466,3 to 10 Years,MCA,$58K-$113K,Warsaw,Poland,Intern,130588,Female,Data Engineer,Data Architect,Beiersdorf AG,Consumer Goods
730857788706929,5 to 9 Years,M.Tech,$57K-$120K,Ulaanbaatar,Mongolia,Temporary,33396,Male,Data Engineer,Big Data Engineer,Reliance Industries Limited,Conglomerate
1150527354091679,3 to 13 Years,MCA,$61K-$100K,Gibraltar,Gibraltar,Intern,114036,Female,Data Analyst,Data Scientist,Cisco Systems,Technology
2889231016872932,4 to 9 Years,B.Tech,$57K-$83K,Male,Maldives,Contract,18809,Female,Data Scientist,Data Engineer,NTPC Limited,Utilities
2113897737494084,4 to 11 Years,BBA,$64K-$118K,Beirut,Lebanon,Contract,132495,Male,Data Analyst,Data Scientist,Motorola Solutions,Communication Equipment
2845633749071871,1 to 12 Years,MBA,$60K-$117K,Naypyidaw,Myanmar,Contract,118275,Female,Data Analyst,Business Intelligence Analyst,Hertz Global Holdings,Rental & Leasing Services
1956516243719689,0 to 12 Years,BBA,$65K-$110K,Conakry,Guinea,Full-Time,70018,Female,Data Analyst,Data Scientist,Grasim Industries,Cement & Aggregates
2306265445132632,5 to 9 Years,PhD,$59K-$84K,Dublin,Ireland,Temporary,105591,Male,Data Engineer,Big Data Engineer,Aflac,Insurance
154511254080591,5 to 13 Years,BA,$63K-$96K,Brasilia,Brazil,Temporary,121809,Both,Data Engineer,Data Architect,"Spirit Airlines, Inc.",Transportation/Airlines
912673016701057,5 to 15 Years,PhD,$56K-$109K,George Town,Cayman Islands,Part-Time,14457,Male,Data Engineer,Big Data Engineer,Cheniere Energy,Energy
1861729104923055,2 to 15 Years,PhD,$64K-$108K,Harare,Zimbabwe,Contract,114932,Both,Data Engineer,ETL Developer,Constellation Energy,Energy
114051461304759,1 to 9 Years,M.Tech,$57K-$103K,Saint John's,Antigua and Barbuda,Full-Time,71555,Male,Data Analyst,Data Scientist,Seaboard,Transportation
2774871194006110,0 to 10 Years,M.Tech,$62K-$91K,Ulaanbaatar,Mongolia,Contract,66860,Female,Data Engineer,ETL Developer,Wipro Limited,Information Technology
2018323793594242,5 to 10 Years,M.Com,$58K-$111K,Abu Dhabi,UAE,Contract,53782,Male,Data Analyst,Data Quality Analyst,New York Life Insurance,Insurance
2224630957183547,3 to 8 Years,M.Tech,$60K-$82K,Addis Ababa,Ethiopia,Intern,101156,Female,Data Scientist,Data Engineer,Marriott International,Hospitality
2663917704086896,3 to 15 Years,PhD,$61K-$127K,"Capitol Hill, Saipan",Northern Mariana Islands,Full-Time,106875,Male,Data Engineer,Data Architect,Lithia Motors,Automotive
126321696490143,4 to 11 Years,M.Tech,$58K-$88K,City of Port Louis,Mauritius,Intern,92556,Female,Data Scientist,Data Engineer,Performance Food Group,Food and Beverage
2205748431549536,5 to 15 Years,BCA,$63K-$85K,Libreville,Gabon,Contract,89500,Both,Data Scientist,Data Engineer,Opendoor Technologies,Real Estate
1695252281861856,1 to 9 Years,B.Tech,$64K-$120K,Dhaka,Bangladesh,Full-Time,32892,Both,Data Engineer,Data Architect,Hargreaves Lansdown,Financial Services
2550150858862291,4 to 13 Years,BA,$55K-$93K,Naypyidaw,Myanmar,Contract,66151,Female,Data Analyst,Data Quality Analyst,Kraft Heinz,Food and Beverage
893506309536612,1 to 10 Years,BCA,$64K-$84K,Suva,Fiji,Full-Time,132635,Female,Data Scientist,Data Engineer,Wipro Limited,Information Technology
2925095440459353,5 to 13 Years,M.Tech,$60K-$112K,Nicosia,Cyprus,Intern,87908,Male,Data Scientist,Machine Learning Engineer,Computacenter,IT Services
654714079315293,2 to 8 Years,BBA,$56K-$98K,Oslo,Norway,Intern,89654,Both,Data Scientist,Data Engineer,Johnson Controls International plc,Manufacturing/Building Systems
3022292203674237,2 to 15 Years,BCA,$62K-$105K,Bissau,Guinea-Bissau,Temporary,20939,Both,Data Analyst,Business Intelligence Analyst,McDonald's,Food and Beverage
2438828192779046,1 to 9 Years,BCA,$56K-$82K,Zagreb,Croatia,Contract,33086,Female,Data Scientist,Data Engineer,CSX,Transportation
2277404809726421,2 to 8 Years,BA,$58K-$96K,Buenos Aires,Argentina,Intern,55350,Both,Data Analyst,Business Intelligence Analyst,Steel Dynamics,Metals and Mining
1656812146978621,5 to 10 Years,PhD,$55K-$95K,The City of Hamilton,Bermuda,Contract,100523,Both,Data Scientist,Machine Learning Engineer,Huntsman,Chemicals
2019554641457261,1 to 10 Years,BA,$61K-$97K,Windhoek,Namibia,Intern,37068,Both,Data Scientist,Data Engineer,NetEase,Technology and Entertainment
2429821620567207,0 to 9 Years,B.Tech,$65K-$98K,Georgetown,Guyana,Contract,122547,Both,Data Engineer,ETL Developer,Republic Services,Waste Management
568152847564049,0 to 12 Years,B.Tech,$62K-$106K,Kinshasa,Democratic Republic Of Congo,Contract,40587,Both,Data Scientist,Data Engineer,Kimberly-Clark,Consumer Goods
2651343524154546,1 to 10 Years,PhD,$63K-$125K,Islamabad,Pakistan,Intern,44326,Male,Data Analyst,Data Scientist,Legal & General Group,Financial Services
3040743355698356,5 to 8 Years,M.Com,$65K-$121K,Podgorica,Montenegro,Full-Time,85054,Female,Data Engineer,Big Data Engineer,Estée Lauder,
222497672910674,2 to 11 Years,M.Com,$64K-$87K,Minsk,Belarus,Intern,30667,Female,Data Analyst,Data Scientist,Arthur J. Gallagher,Insurance
2291879584474622,5 to 13 Years,M.Tech,$64K-$129K,Mexico City,Mexico,Full-Time,24826,Both,Data Analyst,Business Intelligence Analyst,"Square, Inc.",Financial Technology/Payments
1114580274301738,0 to 12 Years,MCA,$65K-$80K,Kampala,Uganda,Contract,76858,Female,Data Scientist,Data Engineer,Raymond James Financial,Financial Services
2373798397254714,5 to 10 Years,BBA,$64K-$82K,Mbabane,Eswatini,Intern,50571,Male,Data Analyst,Business Intelligence Analyst,Hilton Worldwide Holdings,Hospitality
1141489592998566,4 to 13 Years,MCA,$62K-$106K,Torshavn,Faroe Islands,Intern,29081,Both,Data Engineer,Big Data Engineer,Next plc,Retail
1823655605914082,0 to 9 Years,BA,$55K-$120K,Georgetown,Guyana,Intern,87252,Both,Data Analyst,Business Intelligence Analyst,Synchrony Financial,Financial Services
480050223389799,4 to 15 Years,BBA,$64K-$80K,Doha,Qatar,Full-Time,130583,Both,Data Analyst,Business Intelligence Analyst,Northern Star Resources,Mining and Metals/Gold
2043430656402460,0 to 13 Years,BBA,$58K-$105K,Kampala,Uganda,Intern,30791,Male,Data Engineer,ETL Developer,SBI Life Insurance Company,Insurance
2332079855088674,5 to 8 Years,PhD,$56K-$117K,Kabul,Afghanistan,Part-Time,92406,Male,Data Engineer,ETL Developer,Ameriprise Financial,Financial Services
2642939504044535,0 to 15 Years,BBA,$57K-$104K,New Delhi,India,Full-Time,127838,Male,Data Engineer,Big Data Engineer,Sun TV Network,Media & Entertainment
2939122220227697,4 to 8 Years,M.Tech,$65K-$94K,Stockholm,Sweden,Temporary,57235,Both,Data Engineer,Big Data Engineer,Aviva,Financial Services
650737791666920,4 to 8 Years,BBA,$61K-$123K,Bandar Seri Begawan,Brunei,Full-Time,43077,Male,Data Analyst,Data Quality Analyst,Sky plc,Telecommunications
460080449359168,2 to 9 Years,BBA,$58K-$96K,Libreville,Gabon,Contract,61457,Male,Data Engineer,Data Architect,Torrent Pharmaceuticals,Pharmaceuticals
2075306568733122,3 to 8 Years,B.Tech,$56K-$129K,Stockholm,Sweden,Contract,30402,Female,Data Analyst,Business Intelligence Analyst,Westpac Banking Corporation,Banking
1230337535051176,3 to 15 Years,B.Tech,$60K-$106K,Marigot,St. Martin (French part),Part-Time,18719,Male,Data Scientist,Data Engineer,Activision Blizzard,Communication Services
1295132669163483,0 to 11 Years,MCA,$61K-$115K,Lusaka,Zambia,Full-Time,63826,Female,Data Scientist,Machine Learning Engineer,State Bank of India (SBI),Banking
1641585132598954,3 to 10 Years,PhD,$55K-$124K,Windhoek,Namibia,Temporary,60649,Male,Data Analyst,Data Scientist,"Spirit Airlines, Inc.",Transportation/Airlines
39249482525791,0 to 9 Years,BA,$63K-$125K,Tarawa,Kiribati,Temporary,78737,Both,Data Engineer,ETL Developer,Cholamandalam Investment and Finance Company,Financial Services
2864559315230646,4 to 10 Years,B.Com,$59K-$80K,Havana,Cuba,Contract,72446,Female,Data Scientist,Machine Learning Engineer,Science Applications International,Information Technology
2185223408638467,1 to 10 Years,B.Tech,$60K-$101K,Cockburn Town,Turks and Caicos Islands,Intern,84022,Male,Data Engineer,Data Architect,Advance Auto Parts,Automotive Parts
2505639421235778,1 to 15 Years,M.Tech,$56K-$124K,Port Vila,Vanuatu,Intern,32133,Male,Data Analyst,Business Intelligence Analyst,Hargreaves Lansdown,Financial Services
2055366263331962,5 to 14 Years,M.Tech,$57K-$81K,Maputo,Mozambique,Temporary,35876,Both,Data Analyst,Data Scientist,Aditya Birla Capital,Financial Services
2099439718018709,5 to 8 Years,PhD,$61K-$90K,Suva,Fiji,Temporary,17296,Female,Data Analyst,Business Intelligence Analyst,Centene,Healthcare
2962918638384920,4 to 9 Years,B.Tech,$59K-$104K,New Delhi,India,Temporary,97727,Male,Data Scientist,Data Engineer,Morgan Stanley,Financial Services
1444439987890540,4 to 11 Years,B.Com,$65K-$102K,Sanaa,Yemen,Contract,52669,Male,Data Analyst,Data Scientist,Guardian Life Ins. Co. of America,Insurance
441372144765166,5 to 14 Years,BCA,$57K-$111K,Noumea,New Caledonia,Intern,15198,Female,Data Analyst,Data Scientist,Sage Group,Software and Technology
1177114453527424,4 to 13 Years,B.Tech,$61K-$113K,Tehran,"Iran, Islamic Rep.",Full-Time,121556,Both,Data Analyst,Data Scientist,Indiabulls Housing Finance,Financial Services
2209153851075417,2 to 9 Years,PhD,$56K-$90K,Dhaka,Bangladesh,Part-Time,85283,Male,Data Engineer,Big Data Engineer,Continental Resources,Energy
634387660295141,5 to 15 Years,BBA,$58K-$120K,Montevideo,Uruguay,Part-Time,31637,Male,Data Scientist,Machine Learning Engineer,Constellation Brands,Beverage
2718880483629196,3 to 10 Years,M.Com,$63K-$114K,Seoul,North Korea,Temporary,123812,Both,Data Analyst,Data Quality Analyst,CenterPoint Energy,Utilities
2776771958852829,3 to 8 Years,M.Tech,$60K-$99K,Valletta,Malta,Intern,128004,Male,Data Analyst,Data Quality Analyst,ManpowerGroup,Staffing
1346714320900572,5 to 13 Years,M.Tech,$60K-$83K,Dublin,Ireland,Full-Time,109383,Male,Data Analyst,Business Intelligence Analyst,Cadila Healthcare,Pharmaceuticals
2682859766122561,2 to 12 Years,BA,$56K-$103K,Kingstown,St. Vincent and the Grenadines,Intern,127577,Female,Data Analyst,Data Scientist,Motorola Solutions,Communication Equipment
409336100087989,0 to 8 Years,MBA,$62K-$86K,Montevideo,Uruguay,Temporary,29137,Both,Data Analyst,Data Scientist,Rite Aid,Retail
647798450829163,2 to 8 Years,MBA,$58K-$106K,Bishkek,Kyrgyz Republic,Contract,48216,Both,Data Analyst,Data Scientist,Indian Oil Corporation,Oil & Gas
2643793101419944,4 to 11 Years,PhD,$65K-$119K,Douglas,Isle of Man,Intern,94852,Both,Data Scientist,Machine Learning Engineer,AbbVie,Healthcare
334059671376988,1 to 12 Years,BCA,$62K-$106K,Nouakchott,Mauritania,Intern,84818,Female,Data Scientist,Machine Learning Engineer,EnLink Midstream,Energy
2373822601608382,0 to 12 Years,BA,$58K-$108K,Kingstown,St. Vincent and the Grenadines,Temporary,61224,Both,Data Analyst,Data Quality Analyst,Bristol-Myers Squibb,Healthcare
196080751486095,1 to 12 Years,MBA,$59K-$119K,Podgorica,Montenegro,Temporary,27603,Male,Data Scientist,Machine Learning Engineer,Franklin Resources,Financial Services
1700774774673135,0 to 12 Years,B.Com,$60K-$117K,Basseterre,St. Kitts and Nevis,Part-Time,71997,Female,Data Scientist,Machine Learning Engineer,Rightmove,Real Estate
2077440186962449,2 to 9 Years,B.Com,$63K-$103K,Maputo,Mozambique,Full-Time,84414,Female,Data Analyst,Business Intelligence Analyst,Group 1 Automotive,Automotive
1099898209553208,0 to 9 Years,BBA,$61K-$98K,Suva,Fiji,Part-Time,62272,Male,Data Analyst,Business Intelligence Analyst,Hindustan Unilever Limited (HUL),Consumer Goods
2294035375940750,4 to 9 Years,M.Tech,$65K-$128K,Gaborone,Botswana,Temporary,66229,Both,Data Analyst,Data Scientist,BHP Group,Mining
1849488069989539,2 to 8 Years,B.Tech,$64K-$124K,Thimphu,Bhutan,Contract,41522,Female,Data Engineer,ETL Developer,Arrow Electronics,Technology
2407629979766263,3 to 14 Years,MBA,$55K-$89K,George Town,Cayman Islands,Part-Time,106186,Both,Data Analyst,Data Quality Analyst,Bharti Infratel,Telecommunications
1995837007465688,3 to 10 Years,PhD,$61K-$95K,San Salvador,El Salvador,Contract,133639,Female,Data Analyst,Data Quality Analyst,Global Payments,Financial Services
805297961339093,4 to 10 Years,BA,$56K-$119K,Palikir,"Micronesia, Fed. Sts.",Contract,61076,Both,Data Analyst,Data Scientist,Exxon Mobil Corporation,Energy/Oil and Gas
591937930572661,3 to 9 Years,BA,$61K-$111K,Douglas,Isle of Man,Contract,53138,Female,Data Analyst,Business Intelligence Analyst,Power Grid Corporation of India,Utilities
84651042537548,2 to 14 Years,BCA,$60K-$108K,Gibraltar,Gibraltar,Intern,126597,Female,Data Scientist,Data Engineer,Continental AG,Automotive
2115408609603460,3 to 9 Years,BBA,$60K-$110K,Accra,Ghana,Contract,63594,Male,Data Analyst,Data Quality Analyst,Jones Financial (Edward Jones),Financial Services
400876755342268,4 to 11 Years,PhD,$63K-$99K,Yamoussoukro,Cote d'Ivoire,Part-Time,22535,Both,Data Analyst,Data Quality Analyst,Huntington Ingalls Industries,Aerospace & Defense
1685574755314912,0 to 9 Years,BCA,$60K-$113K,Lilongwe,Malawi,Contract,59139,Both,Data Scientist,Machine Learning Engineer,CVS Health,Healthcare
318462669682117,3 to 10 Years,MCA,$63K-$106K,Willemstad,Curacao,Temporary,39797,Female,Data Analyst,Data Scientist,Gree Electric Appliances,Electronics
773362836829721,3 to 9 Years,BA,$60K-$127K,Bridgetown,Barbados,Contract,58942,Both,Data Engineer,Big Data Engineer,Avast,Technology and Security
1890010089314604,1 to 14 Years,M.Com,$61K-$120K,Tunis,Tunisia,Part-Time,19594,Both,Data Engineer,ETL Developer,Larsen & Toubro (L&T),Construction & Engineering
900805016196813,2 to 9 Years,B.Com,$55K-$109K,Nuku?alofa,Tonga,Contract,107610,Male,Data Engineer,Big Data Engineer,MTU Aero Engines AG,Aerospace and Defense
1519697096650745,2 to 9 Years,PhD,$55K-$89K,Tashkent,Uzbekistan,Intern,100280,Male,Data Engineer,Big Data Engineer,Nationwide,Insurance
449441983755415,1 to 10 Years,B.Com,$59K-$114K,Vienna,Austria,Full-Time,64461,Both,Data Engineer,Big Data Engineer,Walgreens Boots Alliance,Retail
2928843565756446,1 to 13 Years,MBA,$61K-$114K,Kabul,Afghanistan,Full-Time,43445,Female,Data Engineer,Big Data Engineer,Marsh & McLennan,Insurance
3026456834048817,5 to 10 Years,BCA,$57K-$83K,Port of Spain,Trinidad and Tobago,Temporary,50624,Male,Data Analyst,Data Scientist,Tullow Oil,Energy
493827738654876,4 to 8 Years,BCA,$58K-$122K,Ottawa,Canada,Full-Time,57905,Male,Data Analyst,Data Scientist,Elevance Health,Healthcare
2928529527717067,1 to 12 Years,MCA,$65K-$98K,Riga,Latvia,Full-Time,69160,Both,Data Analyst,Business Intelligence Analyst,Ferguson plc,Construction and Engineering
2787293626650600,3 to 13 Years,BBA,$61K-$96K,Amsterdam,Netherlands,Part-Time,80673,Both,Data Engineer,Big Data Engineer,Avnet,Technology
1084404764614102,3 to 12 Years,BBA,$64K-$100K,Ankara,Turkey,Intern,40345,Both,Data Engineer,Big Data Engineer,China COSCO Shipping Corporation,Shipping and Logistics
370299983709861,3 to 11 Years,BBA,$58K-$104K,Doha,Qatar,Intern,87899,Male,Data Analyst,Data Scientist,Hindustan Zinc,Mining
1883738176357243,1 to 10 Years,MBA,$59K-$120K,Road Town,British Virgin Islands,Full-Time,60992,Male,Data Analyst,Data Quality Analyst,Raytheon Technologies,Aerospace and Defense
1832432608016842,5 to 14 Years,MBA,$63K-$101K,Ulaanbaatar,Mongolia,Full-Time,29630,Female,Data Engineer,Big Data Engineer,ON Semiconductor,Technology
2088044971340330,3 to 15 Years,BCA,$56K-$82K,Lisbon,Portugal,Intern,34558,Female,Data Analyst,Data Quality Analyst,Wayfair,Retail
1262467202227972,2 to 9 Years,BCA,$55K-$125K,Amman,Jordan,Temporary,124746,Male,Data Analyst,Data Scientist,Lockheed Martin,Aerospace and Defense
1545208366882315,2 to 11 Years,MBA,$61K-$98K,Chisinau,Moldova,Contract,37684,Female,Data Analyst,Data Scientist,Guardian Life Ins. Co. of America,Insurance
1075056646752563,4 to 9 Years,M.Tech,$63K-$129K,Vienna,Austria,Contract,28679,Male,Data Analyst,Data Quality Analyst,Bosch Group,Manufacturing
1040542991459668,0 to 10 Years,M.Tech,$56K-$105K,Freetown,Sierra Leone,Contract,56157,Both,Data Engineer,Data Architect,Deutsche Lufthansa AG,Aviation and Travel
1891497312354871,2 to 12 Years,B.Com,$60K-$90K,Kigali,Rwanda,Temporary,82604,Female,Data Analyst,Data Quality Analyst,Adobe,Technology
767294629688642,4 to 12 Years,M.Tech,$58K-$86K,Naypyidaw,Myanmar,Contract,39510,Both,Data Analyst,Data Scientist,BYD Company,Automotive
41901425739783,5 to 12 Years,B.Tech,$59K-$87K,Bratislava,Slovak Republic,Part-Time,14140,Female,Data Engineer,Big Data Engineer,DCP Midstream,Energy
1543398681194561,0 to 12 Years,B.Tech,$60K-$89K,Kathmandu,Nepal,Full-Time,33454,Female,Data Engineer,Data Architect,Victrex,Chemicals
1084390917834496,2 to 8 Years,PhD,$64K-$123K,Bratislava,Slovak Republic,Part-Time,103881,Male,Data Engineer,Data Architect,Computacenter,IT Services
2980325788703504,3 to 10 Years,BCA,$64K-$116K,Yamoussoukro,Cote d'Ivoire,Temporary,72907,Male,Data Scientist,Machine Learning Engineer,Grafton Group,Building Materials
2965941598668661,2 to 12 Years,PhD,$58K-$95K,Madrid,Spain,Full-Time,79292,Female,Data Analyst,Business Intelligence Analyst,SAP SE,Technology and Software
450979612953943,1 to 8 Years,MCA,$63K-$103K,Dakar,Senegal,Contract,86036,Male,Data Engineer,Big Data Engineer,Allianz SE,Insurance
3012246596516873,1 to 11 Years,BCA,$64K-$109K,Macao,"Macao SAR, China",Temporary,119347,Female,Data Scientist,Data Engineer,Derwent London,Real Estate
2065239369339711,0 to 14 Years,M.Tech,$63K-$92K,Dushanbe,Tajikistan,Part-Time,48463,Female,Data Analyst,Data Scientist,American Express,Financial Services
561685233856212,3 to 14 Years,BA,$59K-$97K,Zagreb,Croatia,Intern,19313,Female,Data Engineer,Big Data Engineer,APA,Energy
98057072591668,0 to 10 Years,M.Tech,$55K-$113K,Sarajevo,Bosnia and Herzegovina,Full-Time,18278,Both,Data Analyst,Business Intelligence Analyst,Motorola Solutions,Communication Equipment
463370734037319,1 to 12 Years,M.Tech,$63K-$128K,Accra,Ghana,Full-Time,51055,Both,Data Analyst,Business Intelligence Analyst,Fifth Third Bancorp,Banking
2265648086224436,5 to 15 Years,BA,$57K-$105K,Gitega,Burundi,Temporary,59678,Female,Data Scientist,Data Engineer,W.W. Grainger,Industrial Supplies
914348418251935,0 to 9 Years,M.Tech,$60K-$130K,Abuja,Nigeria,Temporary,117926,Male,Data Engineer,Big Data Engineer,Mosaic,
2485079450440210,2 to 12 Years,B.Com,$58K-$109K,Lusaka,Zambia,Contract,56468,Male,Data Engineer,Data Architect,Anglo American plc,Mining and Metals
